cell	bio_celltype
2072	(5) Smooth muscle cells/ fibroblast-like
2073	(9) Epicardial cells
2074	(5) Smooth muscle cells/ fibroblast-like
2075	(8) Fibroblast-like (outflow tract & valve related)
2076	(2) Fribroblast-like (AV mesenchyme related)
2077	(8) Fibroblast-like (outflow tract & valve related)
2078	(4) Fribroblast-like (coronary & mediastinal vasculature related)
2079	(4) Fribroblast-like (coronary & mediastinal vasculature related)
2080	(5) Smooth muscle cells/ fibroblast-like
2081	(9) Epicardial cells
2082	(2) Fribroblast-like (AV mesenchyme related)
2085	(8) Fibroblast-like (outflow tract & valve related)
2086	(3) Subepicardial cells
2087	(9) Epicardial cells
2088	(5) Smooth muscle cells/ fibroblast-like
2089	(9) Epicardial cells
2090	(2) Fribroblast-like (AV mesenchyme related)
2091	(8) Fibroblast-like (outflow tract & valve related)
2092	(9) Epicardial cells
2093	(2) Fribroblast-like (AV mesenchyme related)
2094	(5) Smooth muscle cells/ fibroblast-like
2096	(9) Epicardial cells
2097	(2) Fribroblast-like (AV mesenchyme related)
2098	(2) Fribroblast-like (AV mesenchyme related)
2099	(9) Epicardial cells
2101	(9) Epicardial cells
2102	(9) Epicardial cells
2103	(8) Fibroblast-like (outflow tract & valve related)
2104	(9) Epicardial cells
2105	(9) Epicardial cells
2106	(9) Epicardial cells
2107	(9) Epicardial cells
2108	(9) Epicardial cells
2109	(9) Epicardial cells
2110	(3) Subepicardial cells
2111	(2) Fribroblast-like (AV mesenchyme related)
2112	(3) Subepicardial cells
2113	(3) Subepicardial cells
2114	(5) Smooth muscle cells/ fibroblast-like
2115	(5) Smooth muscle cells/ fibroblast-like
2116	(3) Subepicardial cells
2117	(9) Epicardial cells
2118	(3) Subepicardial cells
2119	(5) Smooth muscle cells/ fibroblast-like
2120	(5) Smooth muscle cells/ fibroblast-like
2121	(9) Epicardial cells
2122	(5) Smooth muscle cells/ fibroblast-like
2123	(9) Epicardial cells
2124	(4) Fribroblast-like (coronary & mediastinal vasculature related)
2126	(4) Fribroblast-like (coronary & mediastinal vasculature related)
2127	(5) Smooth muscle cells/ fibroblast-like
2128	(8) Fibroblast-like (outflow tract & valve related)
2129	(3) Subepicardial cells
2130	(2) Fribroblast-like (AV mesenchyme related)
2131	(0) Capillary endothelium
2132	(2) Fribroblast-like (AV mesenchyme related)
2133	(5) Smooth muscle cells/ fibroblast-like
2134	(4) Fribroblast-like (coronary & mediastinal vasculature related)
2135	(4) Fribroblast-like (coronary & mediastinal vasculature related)
2136	(5) Smooth muscle cells/ fibroblast-like
2137	(4) Fribroblast-like (coronary & mediastinal vasculature related)
2138	(9) Epicardial cells
2139	(5) Smooth muscle cells/ fibroblast-like
2140	(0) Capillary endothelium
2141	(5) Smooth muscle cells/ fibroblast-like
2142	(5) Smooth muscle cells/ fibroblast-like
2143	(8) Fibroblast-like (outflow tract & valve related)
2145	(5) Smooth muscle cells/ fibroblast-like
2146	(8) Fibroblast-like (outflow tract & valve related)
2147	(0) Capillary endothelium
2148	(5) Smooth muscle cells/ fibroblast-like
2149	(8) Fibroblast-like (outflow tract & valve related)
2150	(9) Epicardial cells
2151	(4) Fribroblast-like (coronary & mediastinal vasculature related)
2152	(9) Epicardial cells
2153	(8) Fibroblast-like (outflow tract & valve related)
2154	(8) Fibroblast-like (outflow tract & valve related)
2156	(5) Smooth muscle cells/ fibroblast-like
2157	(3) Subepicardial cells
2158	(3) Subepicardial cells
2159	(8) Fibroblast-like (outflow tract & valve related)
2160	(0) Capillary endothelium
2161	(3) Subepicardial cells
2162	(3) Subepicardial cells
2163	(5) Smooth muscle cells/ fibroblast-like
2164	(5) Smooth muscle cells/ fibroblast-like
2165	(5) Smooth muscle cells/ fibroblast-like
2166	(5) Smooth muscle cells/ fibroblast-like
2168	(9) Epicardial cells
2169	(2) Fribroblast-like (AV mesenchyme related)
2170	(3) Subepicardial cells
2171	(9) Epicardial cells
2172	(5) Smooth muscle cells/ fibroblast-like
2173	(3) Subepicardial cells
2175	(0) Capillary endothelium
2176	(5) Smooth muscle cells/ fibroblast-like
2177	(9) Epicardial cells
2178	(4) Fribroblast-like (coronary & mediastinal vasculature related)
2179	(5) Smooth muscle cells/ fibroblast-like
2180	(5) Smooth muscle cells/ fibroblast-like
2181	(5) Smooth muscle cells/ fibroblast-like
2182	(5) Smooth muscle cells/ fibroblast-like
2183	(9) Epicardial cells
2184	(9) Epicardial cells
2185	(8) Fibroblast-like (outflow tract & valve related)
2186	(0) Capillary endothelium
2188	(9) Epicardial cells
2189	(0) Capillary endothelium
2190	(5) Smooth muscle cells/ fibroblast-like
2191	(5) Smooth muscle cells/ fibroblast-like
2192	(5) Smooth muscle cells/ fibroblast-like
2193	(5) Smooth muscle cells/ fibroblast-like
2194	(0) Capillary endothelium
2195	(2) Fribroblast-like (AV mesenchyme related)
2196	(5) Smooth muscle cells/ fibroblast-like
2197	(9) Epicardial cells
2198	(8) Fibroblast-like (outflow tract & valve related)
2199	(0) Capillary endothelium
2200	(10) Endothelium/ pericytes/ adventia
2201	(2) Fribroblast-like (AV mesenchyme related)
2202	(5) Smooth muscle cells/ fibroblast-like
2203	(4) Fribroblast-like (coronary & mediastinal vasculature related)
2204	(5) Smooth muscle cells/ fibroblast-like
2205	(2) Fribroblast-like (AV mesenchyme related)
2206	(9) Epicardial cells
2207	(8) Fibroblast-like (outflow tract & valve related)
2208	(4) Fribroblast-like (coronary & mediastinal vasculature related)
2209	(5) Smooth muscle cells/ fibroblast-like
2210	(9) Epicardial cells
2211	(5) Smooth muscle cells/ fibroblast-like
2212	(8) Fibroblast-like (outflow tract & valve related)
2213	(3) Subepicardial cells
2214	(8) Fibroblast-like (outflow tract & valve related)
2215	(3) Subepicardial cells
2216	(9) Epicardial cells
2217	(8) Fibroblast-like (outflow tract & valve related)
2218	(5) Smooth muscle cells/ fibroblast-like
2219	(2) Fribroblast-like (AV mesenchyme related)
2220	(3) Subepicardial cells
2221	(3) Subepicardial cells
2222	(5) Smooth muscle cells/ fibroblast-like
2223	(5) Smooth muscle cells/ fibroblast-like
2224	(9) Epicardial cells
2225	(5) Smooth muscle cells/ fibroblast-like
2226	(5) Smooth muscle cells/ fibroblast-like
2227	(9) Epicardial cells
2228	(3) Subepicardial cells
2229	(5) Smooth muscle cells/ fibroblast-like
2231	(5) Smooth muscle cells/ fibroblast-like
2232	(5) Smooth muscle cells/ fibroblast-like
2233	(5) Smooth muscle cells/ fibroblast-like
2234	(5) Smooth muscle cells/ fibroblast-like
2235	(3) Subepicardial cells
2236	(9) Epicardial cells
2237	(9) Epicardial cells
2238	(3) Subepicardial cells
2239	(9) Epicardial cells
2240	(8) Fibroblast-like (outflow tract & valve related)
2241	(9) Epicardial cells
2242	(3) Subepicardial cells
2244	(3) Subepicardial cells
2245	(9) Epicardial cells
2246	(9) Epicardial cells
2247	(9) Epicardial cells
2248	(9) Epicardial cells
2249	(9) Epicardial cells
2251	(3) Subepicardial cells
2252	(2) Fribroblast-like (AV mesenchyme related)
2253	(2) Fribroblast-like (AV mesenchyme related)
2254	(5) Smooth muscle cells/ fibroblast-like
2256	(5) Smooth muscle cells/ fibroblast-like
2257	(2) Fribroblast-like (AV mesenchyme related)
2258	(5) Smooth muscle cells/ fibroblast-like
2259	(4) Fribroblast-like (coronary & mediastinal vasculature related)
2260	(5) Smooth muscle cells/ fibroblast-like
2261	(5) Smooth muscle cells/ fibroblast-like
2262	(5) Smooth muscle cells/ fibroblast-like
2263	(5) Smooth muscle cells/ fibroblast-like
2264	(5) Smooth muscle cells/ fibroblast-like
2265	(3) Subepicardial cells
2266	(5) Smooth muscle cells/ fibroblast-like
2267	(3) Subepicardial cells
2268	(5) Smooth muscle cells/ fibroblast-like
2269	(4) Fribroblast-like (coronary & mediastinal vasculature related)
2270	(3) Subepicardial cells
2271	(5) Smooth muscle cells/ fibroblast-like
2272	(5) Smooth muscle cells/ fibroblast-like
2273	(5) Smooth muscle cells/ fibroblast-like
2274	(4) Fribroblast-like (coronary & mediastinal vasculature related)
2275	(5) Smooth muscle cells/ fibroblast-like
2276	(2) Fribroblast-like (AV mesenchyme related)
2277	(5) Smooth muscle cells/ fibroblast-like
2278	(2) Fribroblast-like (AV mesenchyme related)
2279	(9) Epicardial cells
2280	(2) Fribroblast-like (AV mesenchyme related)
2281	(5) Smooth muscle cells/ fibroblast-like
2282	(5) Smooth muscle cells/ fibroblast-like
2283	(14) Cells related to cardiac neural crest
2284	(2) Fribroblast-like (AV mesenchyme related)
2285	(5) Smooth muscle cells/ fibroblast-like
2286	(9) Epicardial cells
2287	(5) Smooth muscle cells/ fibroblast-like
2288	(8) Fibroblast-like (outflow tract & valve related)
2289	(14) Cells related to cardiac neural crest
2290	(2) Fribroblast-like (AV mesenchyme related)
2291	(2) Fribroblast-like (AV mesenchyme related)
2292	(4) Fribroblast-like (coronary & mediastinal vasculature related)
2293	(5) Smooth muscle cells/ fibroblast-like
2294	(5) Smooth muscle cells/ fibroblast-like
2295	(3) Subepicardial cells
2296	(3) Subepicardial cells
2297	(2) Fribroblast-like (AV mesenchyme related)
2298	(5) Smooth muscle cells/ fibroblast-like
2300	(5) Smooth muscle cells/ fibroblast-like
2302	(5) Smooth muscle cells/ fibroblast-like
2303	(5) Smooth muscle cells/ fibroblast-like
2305	(5) Smooth muscle cells/ fibroblast-like
2306	(5) Smooth muscle cells/ fibroblast-like
2307	(5) Smooth muscle cells/ fibroblast-like
2309	(5) Smooth muscle cells/ fibroblast-like
2310	(5) Smooth muscle cells/ fibroblast-like
2311	(5) Smooth muscle cells/ fibroblast-like
2313	(5) Smooth muscle cells/ fibroblast-like
2314	(5) Smooth muscle cells/ fibroblast-like
2315	(3) Subepicardial cells
2316	(5) Smooth muscle cells/ fibroblast-like
2317	(3) Subepicardial cells
2318	(2) Fribroblast-like (AV mesenchyme related)
2319	(2) Fribroblast-like (AV mesenchyme related)
2320	(8) Fibroblast-like (outflow tract & valve related)
2321	(3) Subepicardial cells
2322	(5) Smooth muscle cells/ fibroblast-like
2323	(5) Smooth muscle cells/ fibroblast-like
2324	(5) Smooth muscle cells/ fibroblast-like
2325	(5) Smooth muscle cells/ fibroblast-like
2327	(5) Smooth muscle cells/ fibroblast-like
2328	(5) Smooth muscle cells/ fibroblast-like
2329	(14) Cells related to cardiac neural crest
2330	(14) Cells related to cardiac neural crest
2331	(2) Fribroblast-like (AV mesenchyme related)
2332	(3) Subepicardial cells
2333	(2) Fribroblast-like (AV mesenchyme related)
2334	(5) Smooth muscle cells/ fibroblast-like
2335	(5) Smooth muscle cells/ fibroblast-like
2336	(2) Fribroblast-like (AV mesenchyme related)
2337	(2) Fribroblast-like (AV mesenchyme related)
2338	(2) Fribroblast-like (AV mesenchyme related)
2339	(5) Smooth muscle cells/ fibroblast-like
2340	(3) Subepicardial cells
2341	(2) Fribroblast-like (AV mesenchyme related)
2342	(2) Fribroblast-like (AV mesenchyme related)
2343	(2) Fribroblast-like (AV mesenchyme related)
2344	(5) Smooth muscle cells/ fibroblast-like
2345	(5) Smooth muscle cells/ fibroblast-like
2347	(5) Smooth muscle cells/ fibroblast-like
2348	(5) Smooth muscle cells/ fibroblast-like
2349	(5) Smooth muscle cells/ fibroblast-like
2350	(4) Fribroblast-like (coronary & mediastinal vasculature related)
2351	(5) Smooth muscle cells/ fibroblast-like
2352	(5) Smooth muscle cells/ fibroblast-like
2353	(2) Fribroblast-like (AV mesenchyme related)
2354	(5) Smooth muscle cells/ fibroblast-like
2355	(5) Smooth muscle cells/ fibroblast-like
2356	(4) Fribroblast-like (coronary & mediastinal vasculature related)
2357	(5) Smooth muscle cells/ fibroblast-like
2358	(5) Smooth muscle cells/ fibroblast-like
2359	(2) Fribroblast-like (AV mesenchyme related)
2360	(10) Endothelium/ pericytes/ adventia
2361	(5) Smooth muscle cells/ fibroblast-like
2362	(5) Smooth muscle cells/ fibroblast-like
2363	(5) Smooth muscle cells/ fibroblast-like
2364	(5) Smooth muscle cells/ fibroblast-like
2365	(5) Smooth muscle cells/ fibroblast-like
2366	(5) Smooth muscle cells/ fibroblast-like
2367	(5) Smooth muscle cells/ fibroblast-like
2368	(4) Fribroblast-like (coronary & mediastinal vasculature related)
2370	(5) Smooth muscle cells/ fibroblast-like
2372	(5) Smooth muscle cells/ fibroblast-like
2373	(9) Epicardial cells
2374	(5) Smooth muscle cells/ fibroblast-like
2375	(5) Smooth muscle cells/ fibroblast-like
2376	(2) Fribroblast-like (AV mesenchyme related)
2377	(5) Smooth muscle cells/ fibroblast-like
2378	(5) Smooth muscle cells/ fibroblast-like
2379	(5) Smooth muscle cells/ fibroblast-like
2380	(2) Fribroblast-like (AV mesenchyme related)
2381	(8) Fibroblast-like (outflow tract & valve related)
2382	(8) Fibroblast-like (outflow tract & valve related)
2383	(5) Smooth muscle cells/ fibroblast-like
2384	(5) Smooth muscle cells/ fibroblast-like
2385	(5) Smooth muscle cells/ fibroblast-like
2386	(2) Fribroblast-like (AV mesenchyme related)
2387	(2) Fribroblast-like (AV mesenchyme related)
2388	(5) Smooth muscle cells/ fibroblast-like
2389	(5) Smooth muscle cells/ fibroblast-like
2390	(2) Fribroblast-like (AV mesenchyme related)
2391	(2) Fribroblast-like (AV mesenchyme related)
2393	(5) Smooth muscle cells/ fibroblast-like
2394	(2) Fribroblast-like (AV mesenchyme related)
2395	(3) Subepicardial cells
2396	(2) Fribroblast-like (AV mesenchyme related)
2397	(9) Epicardial cells
2398	(5) Smooth muscle cells/ fibroblast-like
2400	(5) Smooth muscle cells/ fibroblast-like
2401	(2) Fribroblast-like (AV mesenchyme related)
2404	(5) Smooth muscle cells/ fibroblast-like
2405	(5) Smooth muscle cells/ fibroblast-like
2406	(8) Fibroblast-like (outflow tract & valve related)
2407	(5) Smooth muscle cells/ fibroblast-like
2408	(5) Smooth muscle cells/ fibroblast-like
2409	(2) Fribroblast-like (AV mesenchyme related)
2410	(5) Smooth muscle cells/ fibroblast-like
2411	(5) Smooth muscle cells/ fibroblast-like
2412	(2) Fribroblast-like (AV mesenchyme related)
2413	(5) Smooth muscle cells/ fibroblast-like
2415	(5) Smooth muscle cells/ fibroblast-like
2417	(8) Fibroblast-like (outflow tract & valve related)
2419	(9) Epicardial cells
2420	(4) Fribroblast-like (coronary & mediastinal vasculature related)
2421	(5) Smooth muscle cells/ fibroblast-like
2422	(0) Capillary endothelium
2423	(3) Subepicardial cells
2424	(4) Fribroblast-like (coronary & mediastinal vasculature related)
2426	(2) Fribroblast-like (AV mesenchyme related)
2427	(2) Fribroblast-like (AV mesenchyme related)
2429	(2) Fribroblast-like (AV mesenchyme related)
2430	(2) Fribroblast-like (AV mesenchyme related)
2431	(5) Smooth muscle cells/ fibroblast-like
2433	(5) Smooth muscle cells/ fibroblast-like
2434	(3) Subepicardial cells
2435	(3) Subepicardial cells
2436	(5) Smooth muscle cells/ fibroblast-like
2440	(5) Smooth muscle cells/ fibroblast-like
2441	(5) Smooth muscle cells/ fibroblast-like
2442	(5) Smooth muscle cells/ fibroblast-like
2446	(8) Fibroblast-like (outflow tract & valve related)
2447	(5) Smooth muscle cells/ fibroblast-like
2449	(2) Fribroblast-like (AV mesenchyme related)
2450	(5) Smooth muscle cells/ fibroblast-like
2451	(2) Fribroblast-like (AV mesenchyme related)
2452	(4) Fribroblast-like (coronary & mediastinal vasculature related)
2454	(14) Cells related to cardiac neural crest
2456	(14) Cells related to cardiac neural crest
2457	(10) Endothelium/ pericytes/ adventia
2458	(5) Smooth muscle cells/ fibroblast-like
2459	(2) Fribroblast-like (AV mesenchyme related)
2464	(14) Cells related to cardiac neural crest
2468	(5) Smooth muscle cells/ fibroblast-like
2469	(14) Cells related to cardiac neural crest
2470	(14) Cells related to cardiac neural crest
2471	(4) Fribroblast-like (coronary & mediastinal vasculature related)
2472	(14) Cells related to cardiac neural crest
2474	(14) Cells related to cardiac neural crest
2475	(8) Fibroblast-like (outflow tract & valve related)
2476	(14) Cells related to cardiac neural crest
2478	(2) Fribroblast-like (AV mesenchyme related)
2479	(2) Fribroblast-like (AV mesenchyme related)
2480	(3) Subepicardial cells
2481	(14) Cells related to cardiac neural crest
2485	(5) Smooth muscle cells/ fibroblast-like
2486	(9) Epicardial cells
2489	(10) Endothelium/ pericytes/ adventia
2492	(2) Fribroblast-like (AV mesenchyme related)
2493	(4) Fribroblast-like (coronary & mediastinal vasculature related)
2494	(2) Fribroblast-like (AV mesenchyme related)
2498	(8) Fibroblast-like (outflow tract & valve related)
2499	(14) Cells related to cardiac neural crest
2500	(2) Fribroblast-like (AV mesenchyme related)
2505	(5) Smooth muscle cells/ fibroblast-like
2507	(14) Cells related to cardiac neural crest
2509	(5) Smooth muscle cells/ fibroblast-like
2510	(2) Fribroblast-like (AV mesenchyme related)
2513	(5) Smooth muscle cells/ fibroblast-like
2514	(2) Fribroblast-like (AV mesenchyme related)
2516	(8) Fibroblast-like (outflow tract & valve related)
2517	(14) Cells related to cardiac neural crest
2518	(14) Cells related to cardiac neural crest
2520	(4) Fribroblast-like (coronary & mediastinal vasculature related)
2521	(5) Smooth muscle cells/ fibroblast-like
2523	(5) Smooth muscle cells/ fibroblast-like
2525	(14) Cells related to cardiac neural crest
2526	(14) Cells related to cardiac neural crest
2528	(10) Endothelium/ pericytes/ adventia
2529	(14) Cells related to cardiac neural crest
2531	(0) Capillary endothelium
2532	(14) Cells related to cardiac neural crest
2533	(9) Epicardial cells
2536	(14) Cells related to cardiac neural crest
2539	(2) Fribroblast-like (AV mesenchyme related)
2540	(14) Cells related to cardiac neural crest
2543	(14) Cells related to cardiac neural crest
2544	(5) Smooth muscle cells/ fibroblast-like
2545	(14) Cells related to cardiac neural crest
2546	(5) Smooth muscle cells/ fibroblast-like
2547	(8) Fibroblast-like (outflow tract & valve related)
2548	(14) Cells related to cardiac neural crest
2549	(5) Smooth muscle cells/ fibroblast-like
2550	(14) Cells related to cardiac neural crest
2551	(5) Smooth muscle cells/ fibroblast-like
2552	(14) Cells related to cardiac neural crest
2553	(14) Cells related to cardiac neural crest
2554	(14) Cells related to cardiac neural crest
2555	(14) Cells related to cardiac neural crest
2556	(4) Fribroblast-like (coronary & mediastinal vasculature related)
2557	(14) Cells related to cardiac neural crest
2558	(8) Fibroblast-like (outflow tract & valve related)
2559	(14) Cells related to cardiac neural crest
2560	(14) Cells related to cardiac neural crest
2561	(10) Endothelium/ pericytes/ adventia
2562	(5) Smooth muscle cells/ fibroblast-like
2563	(14) Cells related to cardiac neural crest
2564	(2) Fribroblast-like (AV mesenchyme related)
2566	(10) Endothelium/ pericytes/ adventia
2567	(5) Smooth muscle cells/ fibroblast-like
2569	(14) Cells related to cardiac neural crest
2570	(14) Cells related to cardiac neural crest
2571	(2) Fribroblast-like (AV mesenchyme related)
2572	(5) Smooth muscle cells/ fibroblast-like
2573	(14) Cells related to cardiac neural crest
2574	(3) Subepicardial cells
2575	(5) Smooth muscle cells/ fibroblast-like
2576	(5) Smooth muscle cells/ fibroblast-like
2577	(5) Smooth muscle cells/ fibroblast-like
2578	(10) Endothelium/ pericytes/ adventia
2579	(2) Fribroblast-like (AV mesenchyme related)
2580	(5) Smooth muscle cells/ fibroblast-like
2581	(14) Cells related to cardiac neural crest
2582	(10) Endothelium/ pericytes/ adventia
2583	(10) Endothelium/ pericytes/ adventia
2585	(8) Fibroblast-like (outflow tract & valve related)
2588	(14) Cells related to cardiac neural crest
2589	(8) Fibroblast-like (outflow tract & valve related)
2590	(14) Cells related to cardiac neural crest
2591	(9) Epicardial cells
2592	(5) Smooth muscle cells/ fibroblast-like
2594	(2) Fribroblast-like (AV mesenchyme related)
2595	(9) Epicardial cells
2596	(2) Fribroblast-like (AV mesenchyme related)
2597	(9) Epicardial cells
2598	(3) Subepicardial cells
2600	(5) Smooth muscle cells/ fibroblast-like
2601	(8) Fibroblast-like (outflow tract & valve related)
2602	(2) Fribroblast-like (AV mesenchyme related)
2604	(9) Epicardial cells
2605	(5) Smooth muscle cells/ fibroblast-like
2606	(9) Epicardial cells
2607	(9) Epicardial cells
